name,date_published,citation,source,abstract
Surgical site infection and analytic morphometric assessment of body composition in patients undergoing midline laparotomy,2011-08-00,J Surg Res. 2011 Aug&#59;213(2)&#58;236-244. doi&#58; 10.1016/j.jamcollsurg.2011.04.008,http://www.sciencedirect.com/science/article/pii/S1072751511002687,"BACKGROUND Obesity is a known risk factor for surgical site infection (SSI). Our hypothesis is that morphometric measures of midline subcutaneous fat will be associated with increased risk of SSI and will predict SSI better than conventional measures of obesity. STUDY DESIGN We identified 655 patients who underwent midline laparotomy (2006 to 2009) using the Michigan Surgical Quality Collaborative database. Using novel, semiautomated analytic morphometric techniques, the thickness of subcutaneous fat along the linea alba was measured between T12 and L4. To adjust for variations in patient size, subcutaneous fat was normalized to the distance between the vertebrae and anterior skin. Logistic regression analyses were used to identify factors independently associated with the incidence of SSI. RESULTS Overall, SSIs were observed in 12.5&#37; (n &#61; 82) of the population. Logistic regression revealed that patients with increased subcutaneous fat had significantly greater odds of developing a superficial incisional SSI (odds ratio [OR] &#61; 1.76 per 10&#37; increase, 95&#37; CI 1.10 to 2.83, p &#61; 0.019). Smoking, steroid use, American Society of Anesthesiologists (ASA) classification, and incision-to-close operative time were also significant independent risk factors for superficial incisional SSI. When comparing subcutaneous fat and body mass index (BMI) as the only model variables, subcutaneous fat significantly improved model predictions of superficial incisional SSI (area under the receiver operating characteristic curve [AUC] 0.60, p &#61; 0.023)&#59; BMI did not (AUC 0.52, p &#61; 0.73). CONCLUSIONS Abdominal subcutaneous fat is an independent predictor of superficial incisional SSI after midline laparotomy. Novel morphometric measures may improve risk stratification and help elucidate the pathophysiology of surgical complications."
Central Adiposity and Surgical Site Infection in Patients Undergoing Midline Laparotomy,2011-02-00,J Surg Res. 2011 Feb&#59;165(2)&#58;199-200. doi&#58; 10.1016/j.jss.2010.11.600.,http://www.sciencedirect.com/science/article/pii/S0022480410015246,"Obesity is a known risk factor for surgical site infection (SSI). Although body mass index (BMI) and body fat percentage are typically used to define obesity, these metrics do not directly assess body composition at the site of the wound. Within this context, measures of adiposity targeted at the surgical site may improve predictions of SSI risk. Such measures can be readily obtained from preoperative cross-sectional imaging. The objective of this study is to determine whether the amount of abdominal fat along the midline is correlated with SSI in patients undergoing procedures requiring midline laparotomy."
Safety Belt & Occupant Factors Influencing Thoracic and Upper Abdominal Injuries in Frontal Crashes,2011-00-00,SAE International. 2011&#59; &#35;2011-01-1129.,https://saemobilus.sae.org/content/2011-01-1129,"This paper reports on a study that examines the effect of shoulder belt load limiters and pretensioners as well as crash and occupant factors that influence upper torso harm in real world frontal crashes. Cases from the University of Michigan International Center for Automotive Medicine (ICAM) database were analyzed. Additional information was used from other databases including the National Highway Traffic Safety Administration (NHTSA) New Car Assessment Program (NCAP), the Insurance Institute for Highway Safety (IIHS), the National Automotive Sampling System - Crashworthiness Data System (NASS-CDS), and patient data available from the University of Michigan Trauma Center. The ICAM database is comprised of information from real world crashes in which occupants were seriously injured and required treatment at a Level 1 Trauma Center. Cases from the database were included in this study if they met the following criteria&#58; (a) the primary collision involved a frontal type crash and&#59; (b) case occupants were seated in front outboard positions, restrained by 3-point safety belts and deployed frontal airbags. One hundred thirty three (133) case occupants who sustained nearly 1,800 injuries were selected for study from the ICAM database. The study included evaluations of skeletal, organ, and vessel injuries to the upper torso. Potential influencing factors were divided into three general categories&#58; vehicle factors (i.e. seatbelt design)&#59; occupant factors&#59; and crash related factors. Considering the challenges and limitations for analysis of field accident data and within the scope of this study, data indicated that&#58; case occupants without shoulder belt load limiters experienced a higher level of upper torso harm in lower severity frontal crashes. The average Delta V for case occupants with shoulder belt load limiters was significantly higher (7.1 km/h, 34&#37; greater crash energy) than that for the case occupants without load limiters. Case occupants with shoulder belt load limiters had significantly fewer clavicle fractures in frontal crashes. For the 62 case occupants with load limiters, the presence or absence of pretensioners did not appear to substantially change the crash severity associated with AIS &#8805;2 upper torso harm. Lower bone mineral density of the L4 vertebra was indicative of susceptibility to upper torso skeletal injuries. Smaller psoas muscle cross section area was indicative of susceptibility to upper torso internal and skeletal injuries."
Sarcopenia and Post-Liver Transplant Mortality,2010-08-00,J Surg Res. 2010 Aug&#59;211(2)&#58;271-278. doi&#58; 10.1016/j.jamcollsurg.2010.03.039,http://www.sciencedirect.com/science/article/pii/S1072751510002966,"BACKGROUND Surgeons frequently struggle to determine patient suitability for liver transplantation. Objective and comprehensive measures of overall burden of disease, such as sarcopenia, could inform clinicians and help avoid futile transplantations. STUDY DESIGN The cross-sectional area of the psoas muscle was measured on CT scans of 163 liver transplant recipients. After controlling for donor and recipient characteristics using Cox regression models, we described the relationship between psoas area and post-transplantation mortality. RESULTS Psoas area correlated poorly with Model for End-Stage Liver Disease score and serum albumin. Cox regression revealed a strong association between psoas area and post-transplantation mortality (hazard ratio &#61; 3.7/1,000 mm2 decrease in psoas area&#59; p &#60; 0.0001). When stratified into quartiles based on psoas area (holding donor and recipient characteristics constant), 1-year survival ranged from 49.7&#37; for the quartile with the smallest psoas area to 87.0&#37; for the quartile with the largest. Survival at 3 years among these groups was 26.4&#37; and 77.2&#37;, respectively. The impact of psoas area on survival exceeded that of all other covariates in these models. CONCLUSIONS Central sarcopenia strongly correlates with mortality after liver transplantation. Such objective measures of patient frailty, such as sarcopenia, can inform clinical decision making and, potentially, allocation policy. Additional work is needed develop valid and clinically relevant measures of sarcopenia and frailty in liver transplantation."
"Frailty, core muscle size, and mortality in patients undergoing open abdominal aortic aneurysm repair",2010-06-13,J Vasc Surg. 2010 June 10-13&#59;53(4)&#58;912-7. doi&#58; 10.1016/j.jvs.2010.10.111. Epub 2011 Jan 7.,http://www.ncbi.nlm.nih.gov/pubmed/21215580,"OBJECTIVES Determining operative risk in patients undergoing aortic surgery is a difficult process, as multiple variables converge to affect overall mortality. Patient frailty is certainly a contributing factor, but is difficult to measure, with surgeons often relying on subjective or intuitive influences. We sought to use core muscle size as an objective measure of frailty, and determine its utility as a predictor of survival after abdominal aortic aneurysm (AAA) repair. METHODS Four hundred seventy-nine patients underwent elective open AAA repair between 2000 and 2008. Two hundred sixty-two patients (54.7&#37;) had preoperative computed tomography (CT) scans available for analysis. Cross-sectional areas of the psoas muscles at the level of the L4 vertebra were measured. The covariate-adjusted effect of psoas area on postoperative mortality was assessed using Cox regression. RESULTS Of the 262 patients, there were 55 deaths and the mean length of follow-up was 2.3 years. Cox regression revealed a significant association between psoas area and postoperative mortality (P &#61; .003). The effect of psoas area was found to decrease significantly as follow-up time increased (P &#61; .008). Among all covariates included in the Cox models (including predictors of mortality such as American Society of Anesthesiologists [ASA] score), the psoas area was the most significant. CONCLUSION Core muscle size, an objective measure of frailty, correlates strongly with mortality after elective AAA repair. A better understanding of the role of frailty and core muscle size may aid in risk stratification and impact timing of surgical repair, especially in more complex aortic operations."
Analysis of injury trends in frontal University of Michigan CIREN cases in the context of crash tests,2009-00-00,"Proceedings of the 21<sup>st</sup> International Technical Conference on the Enhanced Safety of Vehicles (ESV), 2009. Technical Paper &#35;09-0188-W.",http://www-nrd.nhtsa.dot.gov/pdf/esv/esv21/09-0188.pdf,"Four-hundred forty two U-M CIREN (University of Michigan Crash Injury Research and Engineering Network) cases have previously been compared to crash tests used in the automotive industry. The comparison demonstrated that the majority of cases were similar in crash configuration and extent to industry crash tests, while smaller proportions either had a greater extent of crash deformation or had different crash configurations than those commonly produced in crash tests. Of the 442 cases, 290 frontal cases were analyzed in greater detail to understand trends in injury causation while considering physical characteristics of occupants (gender, age, body mass index.) Those trends were then evaluated in the context of biomechanics of crash test tools such as Anthropomorphic Test Devices [ATDs] and injury risk curves. Several trends were identified and presented."
Comparison of University of Michigan CIREN cases to existing types of crash tests,2009-00-00,"Proceedings of the 21<sup>st</sup> International Technical Conference on the Enhanced Safety of Vehicles (ESV), 2009. Technical Paper &#35;09-185-O.",http://www-nrd.nhtsa.dot.gov/pdf/esv/esv21/09-0185.pdf,"A comparison of U-M CIREN (University of Michigan Crash Injury Research and Engineering Network) cases to crash tests used in the automotive industry is presented in this paper. 442 U-M CIREN crashes were compared to crash test configurations used throughout the industry. Of those 442 cases, 49&#37; were similar in crash configuration and crash extent to industry crash tests. 32&#37; of the cases were similar to one of the industry crash tests in configuration but had greater extent. 20&#37; of the cases did not match any of the current industry crash tests. This analysis concluded that the majority of injuries in this study occurred in crash configurations similar to existing crash tests while only 20&#37; of cases had crash configurations that were not represented by current crash tests. Any consideration of increasing test severity to address those crashes that produce a greater extent of crash deformation than that produced in crash tests must consider a broader spectrum of collisions including non-injury producing crashes. This analysis must be done in a way that does not increase the risk to the current uninjured population that is not included in the CIREN database."
Patterns of local and regional variation in ribcage anatomy,2009-00-00,Japan Society of Automotive Engineers. 2009. JSAE Technical Paper &#35;145-20095232,http://www.jsae.or.jp/2009haru/eng/sp145.html,"Standard medical chest and abdomen computed tomography (CT) scans were used to take detailed measurements of human rib geometry and material properties from a wide range of patients. Geometric quantities included rib cross-sectional area, aspect ratio and camber angle. Material-based quantities included rib cross-sectional average density, and inner and outer measurements of cortical bone thickness and cortical bone density. We found very significant local and regional variation both within and between individuals. Proposals are made for the use of these measurements to inform and improve human finite element chest models, allowing them to more accurately represent the human ribcage."
Ribcage characterization for FE using automatic CT processing,2008-00-00,"Biomedical Imaging&#58; From Nano to Macro, 2008. ISBI 2008. 5th IEEE International Symposium on 14-17 May 2008. doi&#58; 10.1109/ISBI.2008.4541079.",http://ieeexplore.ieee.org/document/4541079/,"Standard medical chest and abdominal computed tomography (CT) scans of 46 subjects were analyzed to characterize aspects of human ribcage geometry and bone density. A semi-automatic algorithm was developed to define framework curves for individual ribs. Measurements of this framework were taken to record anthropometric properties of the ribcage such as overall ribcage dimensions and individual rib lengths and angles. Furthermore, the ribcage framework was used to explore the voxel space of the CT images, recording local rib bone cross-sectional density properties. Proposals are made for the use of these measurement techniques to inform and improve human finite element (FE) chest models in terms of global geometry, material properties, and individuality."
Factors influencing pediatric Injury Severity Score and Glasgow Coma Scale in pediatric automobile crashes&#58; results from the Crash Injury Research Engineering Network,2006-11-00,J Pediatr Surg. 2006 Nov&#59;41(11)&#58;1854-8.,https://www.ncbi.nlm.nih.gov/pubmed/17101358,"BACKGROUND/PURPOSE Motor vehicle crashes account for more than 50&#37; of pediatric injuries. Triage of pediatric patients to appropriate centers can be based on the crash/injury characteristics. Pediatric motor vehicle crash/injury characteristics can be determined from an in vitro laboratory using child crash dummies. However, to date, no detailed data with respect to outcomes and crash mechanism have been presented with a pediatric in vivo model. METHODS The Crash Injury Research Engineering Network is comprised of 10 level 1 trauma centers. Crashes were examined with regard to age, crash severity (DeltaV), crash direction, restraint use, and airbag deployment. Multiple logistic regression analysis was performed with Injury Severity Score (ISS) and Glasgow Coma Scale (GCS) as outcomes. Standard age groupings (0-4, 5-9, 10-14, and 15-18) were used. The database is biases toward a survivor population with few fatalities. RESULTS Four hundred sixty-one motor vehicle crashes with 2500 injuries were analyzed (242 boys, 219 girls). Irrespective of age, DeltaV &#62; 30 mph resulted in increased ISS and decreased GCS (eg, for 0-4 years, DeltaV &#60; 30&#58; ISS &#61; 10, GCS &#61; 13.5 vs DeltaV &#62; 30&#58; ISS &#61; 19.5, GCS &#61; 10.6&#59; P &#60; .007, &#60; .002, respectively). Controlling for DeltaV, children in lateral crashes had increased ISS and decreased GCS versus those in frontal crashes. Airbag deployment was protective for children 15 to 18 years old and resulted in a lower ISS and higher GCS (odds ratio, 2.1&#59; 95&#37; confidence interval, 0.9-4.6). Front-seat passengers suffered more severe (ISS &#62; 15) injuries than did backseat passengers (odds ratio, 1.7&#59; 95&#37; confidence interval, 0.7-3.4). A trend was noted for children younger than 12 years sitting in the front seat to have increased ISS and decreased GCS with airbag deployment but was limited by case number. CONCLUSION A reproducible pattern of increased ISS and lower GCS characterized by high severity, lateral crashes in children was noted. Further analysis of the specific injuries as a function and the crash characteristic can help guide management and prevention strategies."
Patterns of severe injury in pediatric car crash victims&#58; Crash Injury Research Engineering Network database,2006-02-00,J Pediatr Surg. 2006 Feb&#59;41(2)&#58;362-7.,https://www.ncbi.nlm.nih.gov/pubmed/16481252,"BACKGROUND/PURPOS Motor vehicle crashes (MVCs) account for 50&#37; of pediatric trauma. Safety improvements are typically tested with child crash dummies using an in vitro model. The Crash Injury Research Engineering Network (CIREN) provides an in vivo validation process. Previous research suggest that children in lateral crashes or front-seat locations have higher Injury Severity Scale scores and lower Glasgow Coma Scale scores than those in frontal-impact crashes. However, specific injury patterns and crash characteristics have not been characterized. METHODS Data were collected from the CIREN multidisciplinary crash reconstruction network (10 pediatric trauma centers). Injuries were examined with regard to crash direction (frontal/lateral), restraint use, seat location, and change in velocity at impact (DeltaV). Injuries were limited to Abbreviated Injury Scale (AIS) scores of 3 or higher and included head, thoracic, abdominal, pelvic, spine, and long bone (orthopedic) injuries. Standard age groupings (0-4, 5-9, 10-14, and 15-18 years) were used. Statistical analyses used Fisher&#39;s Exact test and multiple logistic regressions. RESULTS Four hundred seventeen MVCs with 2500 injuries were analyzed (males &#61; 219, females &#61; 198). Controlling for DeltaV and age, children in lateral-impact crashes (n &#61; 232) were significantly more likely to suffer severe injuries to the head and thorax as compared with children in frontal crashes (n &#61; 185), who were more likely to suffer severe spine and orthopedic injuries. Children in a front-seat (n &#61; 236) vs those in a back-seat (n &#61; 169) position had more injuries to the thoracic (27&#37; vs 17&#37;), abdominal (21&#37; vs 13&#37;), pelvic (11&#37; vs 1&#37;), and orthopedic (28&#37; vs 10&#37;) regions (P &#60; .05 for all). Seat belts were protective for pelvic (5&#37; vs 12&#37; unbelted) and orthopedic (15&#37; vs 40&#37;) injuries (odds ratio &#61; 3, P &#60; .01 for both). CONCLUSION A reproducible pattern of injury is noted for children involved in lateral-impact crashes characterized by head and chest injuries. The Injury Severity Scale scores were higher for children in front-seat positions. Increased lateral-impact safety measures such as mandatory side curtain airbags may decrease morbidity. Furthermore, continued public education for positioning children in the back seat of cars is warranted."
Structural and material changes in the aging thorax and their role in crash protection for older occupants,2005-11-00,Stapp Car Crash J. 2005 Nov&#59;49&#58;231-49.,http://www.ncbi.nlm.nih.gov/pubmed/17096276,"The human body undergoes a variety of changes as it ages through adulthood. These include both morphological (structural) changes (e.g., increased thoracic kyphosis) and material changes (e.g., osteoporosis). The purpose of this study is to evaluate structural changes that occur in the aging bony thorax and to assess the importance of these changes relative to the well-established material changes. The study involved two primary components. First, full-thorax computed tomography (CT) scans of 161 patients, age 18 to 89 years, were analyzed to quantify the angle of the ribs in the sagittal plane. A significant association between the angle of the ribs and age was identified, with the ribs becoming more perpendicular to the spine as age increased (0.08 degrees/year, p&#61;0.012). Next, a finite element model of the thorax was used to evaluate the importance of this rib angle change relative to other factors associated with aging. A three-factor, two-level factorial design was used to assess the relative importance of rib cage morphology (&#34;young&#34; and &#34;old&#34; rib angle), thickness of the cortical shell (thick &#61; &#34;young&#34; and thin &#61; &#34;old&#34;), and the bone material properties (&#34;young&#34; and &#34;old&#34;) on the force-deflection response and injury tolerance of the thorax. The simulations showed that the structural and material changes played approximately equal roles in modulating the force-deflection response of the thorax. Changing the rib angle to be more perpendicular to the spine increased the effective thoracic stiffness, while the &#34;old&#34; material properties and the thin cortical shell decreased the effective stiffness. The offsetting effects of these traits resulted in similar effective thoracic stiffness for the &#34;elderly&#34; and baseline thoracic models, which is consistent with cadaver data available in the literature. All three effects tended to decrease chest deflection tolerance for rib fractures, though the material changes dominated (a four- to six-fold increase in elements eliminated using a maximum strain criterion). The primary conclusion, therefore, is that an older person&#39;s thorax, relative to a younger, does not necessarily deform more in response to an applied force. The tolerable sternal deflection level is, however, much less."
Potential applications (and limitations) of 3D imaging data from human crash subjects for biomechanical research,2004-00-00,Society of Automotive Engineers. 2004. Paper &#35;2004-01-0331.,http://www.nhtsa.gov/Research/Crash+Injury+Research+(CIREN)/CIREN+Technical+Publications,"Most studies investigating the biomechanics of injury are limited by a paucity of data about the physical characteristics of the subject before the injury occurred. This is particularly the case with live human subjects from real-life cases, where little data except age, gender, height and weight have been available to date. With regard to the injuries themselves, previously available data has generally been descriptive and of insufficient granularity and anatomic specificity to provide insight into the path of force loading through the surrounding tissues or the mechanism of injury. Three-dimensional medical imaging has recently become part of the standard evaluation of injured subjects and a growing pool of this data is becoming available to the biomechanical research community. When reviewed in conjunction with detailed crash and vehicle information, this data can provide invaluable information regarding the baseline physical characteristics that may have affected the subject&#39;s injury tolerance as well as insight into injury mechanism. Taken out of the proper context or with improper image processing, portions of this imaging data can be misleading. The objective of this study is to review changes in medical imaging technology over the past two decades as well as changes in its utilization for the standard evaluation of injured patients. Analysis of 3D medical imaging data for biomechanical studies requires image data processing beyond that used during interpretation for clinical purposes&#59; these processes will be reviewed so that members of the biomechanical research community can better understand the potential uses and limitations of this data. The argument will be made for the research community to adopt common standards and procedures. Individual case studies will demonstrate the conditions under which pre-injury body composition data can be extracted from post- injury 3D medical imaging data. Pooled data will demonstrate the association that exists between these body composition data and observed injury tolerance. The implications of this data for the design and validation of finite element models capable of accurately predicting body tolerances to injury will be discussed."
Gender Differences in Hip Anatomy&#58; Possible Implications for Injury Tolerance in Frontal Collisions,2004-00-00,Annual Proceedings of the Association for the Advancement of Automotive Medicine. 2004&#59; 48&#58;287-301.,http://www.nhtsa.gov/Research/Crash+Injury+Research+(CIREN)/CIREN+Technical+Publications,"Male occupants in frontal motor vehicle collisions have reduced tolerance for hip fractures than females in similar crashes. We studied 92 adult pelvic CT scans and found significant gender differences in bony pelvic geometry, including acetabular socket depth and femoral head width. Significant differences were also noted in the presentation angle of the acetabular socket to frontal loading. The observed differences provide biomechanical insight into why hip injury tolerance may differ with gender. These findings have implications for the future design of vehicle countermeasures as well as finite element models capable of more accurately predicting body tolerances to injury."
The cushion effect,2003-06-00,J Trauma. 2003 Jun&#59;54(6)&#58;1090-3.,http://www.ncbi.nlm.nih.gov/pubmed/12813327,"BACKGROUND The pattern and severity of crash injury depends on a complex interaction of biomechanical factors such as deceleration velocity at impact (delta-V), seat-belt and airbag use, and type of impact. Human body characteristics such as height and weight may play an important role. We hypothesized that body mass index (BMI) will influence crash injury patterns. METHODS The University of Michigan Program for Injury Research and Education database was queried. Three cohorts were analyzed, lean (BMI &#60;/&#61; 25 kg/m2), overweight (BMI 25-30 kg/m2), and obese (BMI &#62; 30 kg/m2) RESULTS There were 189 detailed crash cases, with 22 fatalities. There was an increased risk of fatal outcome associated with the obese cohort (adjusted odds ratio, 4.2 compared with lean&#59; p &#61; 0.04). Age, delta-V, seat-belt use, and type of impact were independent predictors of Injury Severity Score (ISS). After adjusting for other modifiers, being overweight was associated with decreased ISS (p &#61; 0.03) and abdominal maximal Abbreviated Injury Scale (mAIS) score (p &#61; 0.008) when compared with the lean cohort. However, the lower extremity mAIS score increased when overweight (p &#61; 0.03) and obese cohorts (p &#61; 0.001) were compared with the lean cohort. CONCLUSION Although no difference in ISS was identified between the lean and obese cohorts, there was an increase in mortality with the obese cohort. The severity of lower extremity injuries increased with increasing BMI. The overweight cohort was associated with lower ISS and abdominal mAIS score compared with the lean cohort. This protection may be attributable to an increase in insulating tissue, or a &#34;cushion effect,&#34; without a significant increase in mass and momentum."
Increased Depth of Subcutaneous Fat is Protective Against Abdominal Injuries in Motor Vehicle Collisions,2003-00-00,Annu Proc Assoc Adv Automot Med. 2003&#59;47&#58;545-59.,http://www.ncbi.nlm.nih.gov/pubmed/12941250,"The objective of this study was to determine the effect of differences in subcutaneous fat depth on adult injury patterns in motor vehicle collisions. Sixty-seven consecutive adult crash subjects aged 19-65 who received computed tomography of their chest, abdomen and pelvis as part of their medical evaluation and who consented to inclusion in the Crash Injury Research Engineering Network (CIREN) study were included. Subcutaneous fat was measured just lateral to the rectus abdominus muscle in a transverse section taken through the subject at the level of L4. Women had significantly greater subcutaneous fat depth than men. Increased subcutaneous fat depth was associated with significantly decreased injury severity to the abdominal region of females. A similar trend was noted in males although it did not reach statistical significance. Our findings suggest that increased subcutaneous fat may be protective against injuries by cushioning the abdominal region against injurious forces in motor vehicle collisions."
